timestamp,open,high,low,close,volume
2025-01-27 00:00:00,0.0140076,0.0140077,0.0135947,0.0138154,3365246505
2025-01-27 00:05:00,0.0138143,0.0139220,0.0137868,0.0138708,797052667
2025-01-27 00:10:00,0.0138707,0.0138895,0.0137333,0.0137640,737988341
2025-01-27 00:15:00,0.0137637,0.0138423,0.0136952,0.0137046,550596159
2025-01-27 00:20:00,0.0137046,0.0137600,0.0136524,0.0136645,627909220
2025-01-27 00:25:00,0.0136648,0.0137798,0.0136619,0.0137600,349954314
2025-01-27 00:30:00,0.0137597,0.0137618,0.0135881,0.0136832,969881008
2025-01-27 00:35:00,0.0136835,0.0137237,0.0136248,0.0136564,446687867
2025-01-27 00:40:00,0.0136564,0.0137127,0.0136132,0.0136534,230988188
2025-01-27 00:45:00,0.0136534,0.0137282,0.0136304,0.0136851,501389195
2025-01-27 00:50:00,0.0136844,0.0136892,0.0134473,0.0135531,1026400568
2025-01-27 00:55:00,0.0135532,0.0135689,0.0135003,0.0135172,371377195
2025-01-27 01:00:00,0.0135174,0.0136336,0.0134724,0.0136040,649038032
2025-01-27 01:05:00,0.0136035,0.0136520,0.0134646,0.0135483,529477025
2025-01-27 01:10:00,0.0135483,0.0135661,0.0133100,0.0133612,1220554505
2025-01-27 01:15:00,0.0133610,0.0135033,0.0133473,0.0133507,680755371
2025-01-27 01:20:00,0.0133509,0.0134914,0.0133237,0.0134847,573686335
2025-01-27 01:25:00,0.0134848,0.0135128,0.0134027,0.0134166,274965145
2025-01-27 01:30:00,0.0134164,0.0134810,0.0134010,0.0134560,348367861
2025-01-27 01:35:00,0.0134574,0.0135262,0.0134330,0.0135158,286490720
2025-01-27 01:40:00,0.0135157,0.0135255,0.0133509,0.0133562,405613862
2025-01-27 01:45:00,0.0133561,0.0134726,0.0133495,0.0134705,267210286
2025-01-27 01:50:00,0.0134704,0.0135059,0.0134176,0.0134203,268029005
2025-01-27 01:55:00,0.0134204,0.0134211,0.0133343,0.0133529,379780612
2025-01-27 02:00:00,0.0133528,0.0133574,0.0130800,0.0131889,1996662568
2025-01-27 02:05:00,0.0131886,0.0133065,0.0131698,0.0132277,696925804
2025-01-27 02:10:00,0.0132277,0.0133398,0.0131973,0.0133289,418600480
2025-01-27 02:15:00,0.0133292,0.0133486,0.0131677,0.0131873,435962945
2025-01-27 02:20:00,0.0131877,0.0133091,0.0131835,0.0132753,320923359
2025-01-27 02:25:00,0.0132756,0.0132964,0.0132229,0.0132281,218492536
2025-01-27 02:30:00,0.0132286,0.0132466,0.0130907,0.0131529,610116731
2025-01-27 02:35:00,0.0131538,0.0132404,0.0131374,0.0131871,294837004
2025-01-27 02:40:00,0.0131887,0.0132406,0.0131711,0.0131852,244782302
2025-01-27 02:45:00,0.0131852,0.0131963,0.0130579,0.0130803,530405626
2025-01-27 02:50:00,0.0130801,0.0131798,0.0130792,0.0131618,458883704
2025-01-27 02:55:00,0.0131619,0.0131640,0.0130803,0.0131305,421363296
2025-01-27 03:00:00,0.0131304,0.0132042,0.0130939,0.0132019,362922980
2025-01-27 03:05:00,0.0132018,0.0132235,0.0131483,0.0131952,260681349
2025-01-27 03:10:00,0.0131952,0.0132568,0.0131743,0.0132460,358863166
2025-01-27 03:15:00,0.0132460,0.0133403,0.0132306,0.0133369,440139477
2025-01-27 03:20:00,0.0133368,0.0133500,0.0133056,0.0133242,382502573
2025-01-27 03:25:00,0.0133241,0.0133273,0.0132405,0.0132779,254311390
2025-01-27 03:30:00,0.0132779,0.0132779,0.0131758,0.0131903,309001020
2025-01-27 03:35:00,0.0131904,0.0132160,0.0131600,0.0132160,181920057
2025-01-27 03:40:00,0.0132159,0.0132362,0.0131871,0.0132347,151215121
2025-01-27 03:45:00,0.0132347,0.0132452,0.0131635,0.0131750,154832628
2025-01-27 03:50:00,0.0131750,0.0131852,0.0131220,0.0131647,218572619
2025-01-27 03:55:00,0.0131647,0.0132087,0.0131579,0.0132070,100515866
2025-01-27 04:00:00,0.0132063,0.0132106,0.0131463,0.0131569,153188547
2025-01-27 04:05:00,0.0131572,0.0131640,0.0131062,0.0131377,144906232
