Column1,Column2,Column3,Column4,Column5,Column6,Column7
2025-03-21 20:43:25,SUIUSDTPerp,2025-03-21 20:43:25SUIUSDTPerpClose long2.273500311.2 SUI-16.74105000 USDT,Close long,2.273500,311.2 SUI,-16.74105000 USDT
2025-03-21 19:47:37,1000PEPEUSDTPerp,"2025-03-21 19:47:371000PEPEUSDTPerpClose long0.007265197,649 1000PEPE-6.10198149 USDT",Close long,0.0072651,"97,649 1000PEPE",-6.10198149 USDT
2025-03-21 18:46:25,1000PEPEUSDTPerp,"2025-03-21 18:46:251000PEPEUSDTPerpOpen long0.007153129,543 1000PEPE0.00000000 USDT",Open long,0.0071531,"29,543 1000PEPE",0.00000000 USDT
2025-03-21 12:47:54,1000PEPEUSDTPerp,"2025-03-21 12:47:541000PEPEUSDTPerpOpen long0.007322825,821 1000PEPE0.00000000 USDT",Open long,0.0073228,"25,821 1000PEPE",0.00000000 USDT
2025-03-21 10:36:31,SUIUSDTPerp,2025-03-21 10:36:31SUIUSDTPerpOpen long2.28220093.7 SUI0.00000000 USDT,Open long,2.282200,93.7 SUI,0.00000000 USDT
2025-03-21 08:07:58,1000PEPEUSDTPerp,"2025-03-21 08:07:581000PEPEUSDTPerpOpen long0.007430822,452 1000PEPE0.00000000 USDT",Open long,0.0074308,"22,452 1000PEPE",0.00000000 USDT
2025-03-21 07:17:45,1000PEPEUSDTPerp,"2025-03-21 07:17:451000PEPEUSDTPerpOpen long0.007476919,833 1000PEPE0.00000000 USDT",Open long,0.0074769,"19,833 1000PEPE",0.00000000 USDT
2025-03-21 06:19:45,SUIUSDTPerp,2025-03-21 06:19:45SUIUSDTPerpOpen long2.32130082.5 SUI0.00000000 USDT,Open long,2.321300,82.5 SUI,0.00000000 USDT
2025-03-20 23:39:40,XRPUSDTPerp,2025-03-20 23:39:40XRPUSDTPerpClose long2.4507131.8 XRP+7.27221999 USDT,Close long,2.4507,131.8 XRP,+7.27221999 USDT
2025-03-20 23:21:18,ONDOUSDTPerp,2025-03-20 23:21:18ONDOUSDTPerpClose long0.8492000175.7 ONDO+1.87999000 USDT,Close long,0.8492000,175.7 ONDO,+1.87999000 USDT
2025-03-20 22:42:03,DOGEUSDTPerp,2025-03-20 22:42:03DOGEUSDTPerpClose long0.169340873 DOGE+2.41821000 USDT,Close long,0.169340,873 DOGE,+2.41821000 USDT
2025-03-20 20:38:11,1000PEPEUSDTPerp,"2025-03-20 20:38:111000PEPEUSDTPerpClose long0.007593119,863 1000PEPE+4.53472290 USDT",Close long,0.0075931,"19,863 1000PEPE",+4.53472290 USDT
2025-03-20 19:51:27,DOGEUSDTPerp,2025-03-20 19:51:27DOGEUSDTPerpOpen long0.166570873 DOGE0.00000000 USDT,Open long,0.166570,873 DOGE,0.00000000 USDT
2025-03-20 19:51:23,1000PEPEUSDTPerp,"2025-03-20 19:51:231000PEPEUSDTPerpOpen long0.007364819,863 1000PEPE0.00000000 USDT",Open long,0.0073648,"19,863 1000PEPE",0.00000000 USDT
2025-03-20 19:49:46,ONDOUSDTPerp,2025-03-20 19:49:46ONDOUSDTPerpOpen long0.8385000175.7 ONDO0.00000000 USDT,Open long,0.8385000,175.7 ONDO,0.00000000 USDT
2025-03-20 19:46:12,XRPUSDTPerp,2025-03-20 19:46:12XRPUSDTPerpOpen long2.389170.0 XRP0.00000000 USDT,Open long,2.3891,70.0 XRP,0.00000000 USDT
2025-03-20 19:43:27,XRPUSDTPerp,2025-03-20 19:43:27XRPUSDTPerpOpen long2.402852.8 XRP0.00000000 USDT,Open long,2.4028,52.8 XRP,0.00000000 USDT
2025-03-20 19:43:27,XRPUSDTPerp,2025-03-20 19:43:27XRPUSDTPerpOpen long2.40286.9 XRP0.00000000 USDT,Open long,2.4028,6.9 XRP,0.00000000 USDT
2025-03-20 19:43:27,XRPUSDTPerp,2025-03-20 19:43:27XRPUSDTPerpOpen long2.40282.1 XRP0.00000000 USDT,Open long,2.4028,2.1 XRP,0.00000000 USDT
2025-03-20 19:41:02,SUIUSDTPerp,2025-03-20 19:41:02SUIUSDTPerpOpen long2.35560071.7 SUI0.00000000 USDT,Open long,2.355600,71.7 SUI,0.00000000 USDT
2025-03-20 19:27:43,SUIUSDTPerp,2025-03-20 19:27:43SUIUSDTPerpOpen long2.36980063.3 SUI0.00000000 USDT,Open long,2.369800,63.3 SUI,0.00000000 USDT
2025-03-19 21:53:57,1000PEPEUSDTPerp,"2025-03-19 21:53:571000PEPEUSDTPerpClose long0.007375220,990 1000PEPE+4.65348300 USDT",Close long,0.0073752,"20,990 1000PEPE",+4.65348300 USDT
2025-03-19 21:07:07,1000PEPEUSDTPerp,"2025-03-19 21:07:071000PEPEUSDTPerpOpen long0.007153520,990 1000PEPE0.00000000 USDT",Open long,0.0071535,"20,990 1000PEPE",0.00000000 USDT
2025-03-18 17:38:57,1000PEPEUSDTPerp,"2025-03-18 17:38:571000PEPEUSDTPerpClose long0.006896072,929 1000PEPE-2.55088009 USDT",Close long,0.0068960,"72,929 1000PEPE",-2.55088009 USDT
2025-03-18 13:11:20,1000PEPEUSDTPerp,"2025-03-18 13:11:201000PEPEUSDTPerpOpen long0.006856527,649 1000PEPE0.00000000 USDT",Open long,0.0068565,"27,649 1000PEPE",0.00000000 USDT
2025-03-18 10:36:13,ONDOUSDTPerp,2025-03-18 10:36:13ONDOUSDTPerpClose long0.8377000381.2 ONDO+2.37646999 USDT,Close long,0.8377000,381.2 ONDO,+2.37646999 USDT
2025-03-18 09:44:31,1000PEPEUSDTPerp,"2025-03-18 09:44:311000PEPEUSDTPerpOpen long0.006957624,042 1000PEPE0.00000000 USDT",Open long,0.0069576,"24,042 1000PEPE",0.00000000 USDT
2025-03-18 09:38:07,1000PEPEUSDTPerp,"2025-03-18 09:38:071000PEPEUSDTPerpOpen long0.006997821,238 1000PEPE0.00000000 USDT",Open long,0.0069978,"21,238 1000PEPE",0.00000000 USDT
2025-03-18 08:30:07,DOGEUSDTPerp,"2025-03-18 08:30:07DOGEUSDTPerpClose long0.1684101,902 DOGE+1.59962000 USDT",Close long,0.168410,"1,902 DOGE",+1.59962000 USDT
2025-03-18 07:50:52,ONDOUSDTPerp,2025-03-18 07:50:52ONDOUSDTPerpOpen long0.8287000202.5 ONDO0.00000000 USDT,Open long,0.8287000,202.5 ONDO,0.00000000 USDT
2025-03-18 04:51:07,DOGEUSDTPerp,"2025-03-18 04:51:07DOGEUSDTPerpOpen long0.1671001,010 DOGE0.00000000 USDT",Open long,0.167100,"1,010 DOGE",0.00000000 USDT
2025-03-18 04:41:56,ONDOUSDTPerp,2025-03-18 04:41:56ONDOUSDTPerpOpen long0.8346000178.7 ONDO0.00000000 USDT,Open long,0.8346000,178.7 ONDO,0.00000000 USDT
2025-03-18 04:32:52,DOGEUSDTPerp,2025-03-18 04:32:52DOGEUSDTPerpOpen long0.168100892 DOGE0.00000000 USDT,Open long,0.168100,892 DOGE,0.00000000 USDT
2025-03-16 19:08:34,XRPUSDTPerp,2025-03-16 19:08:34XRPUSDTPerpClose long2.3202133.2 XRP+5.12443000 USDT,Close long,2.3202,133.2 XRP,+5.12443000 USDT
2025-03-16 19:08:32,1000PEPEUSDTPerp,"2025-03-16 19:08:321000PEPEUSDTPerpClose long0.006750447,316 1000PEPE-3.13098754 USDT",Close long,0.0067504,"47,316 1000PEPE",-3.13098754 USDT
2025-03-16 19:08:32,1000PEPEUSDTPerp,"2025-03-16 19:08:321000PEPEUSDTPerpClose long0.006750427,507 1000PEPE-1.82018924 USDT",Close long,0.0067504,"27,507 1000PEPE",-1.82018924 USDT
2025-03-16 19:07:13,RENDERUSDTPerp,2025-03-16 19:07:13RENDERUSDTPerpClose long3.1290000157.5 RENDER+3.57559999 USDT,Close long,3.1290000,157.5 RENDER,+3.57559999 USDT
2025-03-16 19:06:33,SUIUSDTPerp,2025-03-16 19:06:33SUIUSDTPerpClose long2.251100137.5 SUI+1.85904999 USDT,Close long,2.251100,137.5 SUI,+1.85904999 USDT
2025-03-16 19:05:20,ONDOUSDTPerp,2025-03-16 19:05:20ONDOUSDTPerpClose long0.8297000612.2 ONDO+1.16536999 USDT,Close long,0.8297000,612.2 ONDO,+1.16536999 USDT
2025-03-16 18:00:26,DOGEUSDTPerp,"2025-03-16 18:00:26DOGEUSDTPerpClose long0.1685301,857 DOGE+0.73473000 USDT",Close long,0.168530,"1,857 DOGE",+0.73473000 USDT
2025-03-16 16:55:20,RENDERUSDTPerp,2025-03-16 16:55:20RENDERUSDTPerpOpen long3.081000059.6 RENDER0.00000000 USDT,Open long,3.0810000,59.6 RENDER,0.00000000 USDT
2025-03-16 16:48:37,XRPUSDTPerp,2025-03-16 16:48:37XRPUSDTPerpOpen long2.275370.7 XRP0.00000000 USDT,Open long,2.2753,70.7 XRP,0.00000000 USDT
2025-03-16 16:48:37,ONDOUSDTPerp,2025-03-16 16:48:37ONDOUSDTPerpOpen long0.8154000233.1 ONDO0.00000000 USDT,Open long,0.8154000,233.1 ONDO,0.00000000 USDT
2025-03-16 14:45:28,RENDERUSDTPerp,2025-03-16 14:45:28RENDERUSDTPerpOpen long3.117000051.9 RENDER0.00000000 USDT,Open long,3.1170000,51.9 RENDER,0.00000000 USDT
2025-03-16 14:45:16,SUIUSDTPerp,2025-03-16 14:45:16SUIUSDTPerpOpen long2.23120073.0 SUI0.00000000 USDT,Open long,2.231200,73.0 SUI,0.00000000 USDT
2025-03-16 14:42:56,XRPUSDTPerp,2025-03-16 14:42:56XRPUSDTPerpOpen long2.289062.5 XRP0.00000000 USDT,Open long,2.2890,62.5 XRP,0.00000000 USDT
2025-03-16 14:39:14,RENDERUSDTPerp,2025-03-16 14:39:14RENDERUSDTPerpOpen long3.127000046.0 RENDER0.00000000 USDT,Open long,3.1270000,46.0 RENDER,0.00000000 USDT
2025-03-16 14:36:59,SUIUSDTPerp,2025-03-16 14:36:59SUIUSDTPerpOpen long2.24480064.5 SUI0.00000000 USDT,Open long,2.244800,64.5 SUI,0.00000000 USDT
2025-03-16 14:36:57,DOGEUSDTPerp,2025-03-16 14:36:57DOGEUSDTPerpOpen long0.167670986 DOGE0.00000000 USDT,Open long,0.167670,986 DOGE,0.00000000 USDT
2025-03-16 14:32:52,1000PEPEUSDTPerp,"2025-03-16 14:32:521000PEPEUSDTPerpOpen long0.006743028,367 1000PEPE0.00000000 USDT",Open long,0.0067430,"28,367 1000PEPE",0.00000000 USDT
2025-03-16 14:21:49,DOGEUSDTPerp,2025-03-16 14:21:49DOGEUSDTPerpOpen long0.168660871 DOGE0.00000000 USDT,Open long,0.168660,871 DOGE,0.00000000 USDT
2025-03-16 14:17:26,ONDOUSDTPerp,2025-03-16 14:17:26ONDOUSDTPerpOpen long0.8327000201.4 ONDO0.00000000 USDT,Open long,0.8327000,201.4 ONDO,0.00000000 USDT
2025-03-16 14:06:52,1000PEPEUSDTPerp,"2025-03-16 14:06:521000PEPEUSDTPerpOpen long0.006842524,666 1000PEPE0.00000000 USDT",Open long,0.0068425,"24,666 1000PEPE",0.00000000 USDT
2025-03-16 14:06:37,ONDOUSDTPerp,2025-03-16 14:06:37ONDOUSDTPerpOpen long0.838500096.5 ONDO0.00000000 USDT,Open long,0.8385000,96.5 ONDO,0.00000000 USDT
2025-03-16 14:06:37,ONDOUSDTPerp,2025-03-16 14:06:37ONDOUSDTPerpOpen long0.838500081.2 ONDO0.00000000 USDT,Open long,0.8385000,81.2 ONDO,0.00000000 USDT
2025-03-16 13:25:50,1000PEPEUSDTPerp,"2025-03-16 13:25:501000PEPEUSDTPerpOpen long0.006883021,790 1000PEPE0.00000000 USDT",Open long,0.0068830,"21,790 1000PEPE",0.00000000 USDT
2025-03-14 10:42:47,SUIUSDTPerp,2025-03-14 10:42:47SUIUSDTPerpClose long2.187600326.3 SUI+3.03724000 USDT,Close long,2.187600,326.3 SUI,+3.03724000 USDT
2025-03-14 03:42:55,1000PEPEUSDTPerp,"2025-03-14 03:42:551000PEPEUSDTPerpClose long0.0068343182,615 1000PEPE+18.43018339 USDT",Close long,0.0068343,"182,615 1000PEPE",+18.43018339 USDT
2025-03-14 01:57:25,XRPUSDTPerp,2025-03-14 01:57:25XRPUSDTPerpClose long2.263061.9 XRP+2.51933000 USDT,Close long,2.2630,61.9 XRP,+2.51933000 USDT
2025-03-14 01:48:22,XLMUSDTPerp,"2025-03-14 01:48:22XLMUSDTPerpClose long0.274502,546 XLM+6.89774000 USDT",Close long,0.27450,"2,546 XLM",+6.89774000 USDT
2025-03-14 01:04:42,ONDOUSDTPerp,2025-03-14 01:04:42ONDOUSDTPerpClose long0.8210000138.6 ONDO+0.25074482 USDT,Close long,0.8210000,138.6 ONDO,+0.25074482 USDT
2025-03-14 01:04:42,ONDOUSDTPerp,2025-03-14 01:04:42ONDOUSDTPerpClose long0.8210000723.8 ONDO+1.30944517 USDT,Close long,0.8210000,723.8 ONDO,+1.30944517 USDT
2025-03-13 23:48:13,1000PEPEUSDTPerp,"2025-03-13 23:48:131000PEPEUSDTPerpOpen long0.006512741,319 1000PEPE0.00000000 USDT",Open long,0.0065127,"41,319 1000PEPE",0.00000000 USDT
2025-03-13 23:44:58,XLMUSDTPerp,2025-03-13 23:44:58XLMUSDTPerpOpen long0.26748764 XLM0.00000000 USDT,Open long,0.26748,764 XLM,0.00000000 USDT
2025-03-13 23:30:14,RENDERUSDTPerp,2025-03-13 23:30:14RENDERUSDTPerpClose long2.9080000104.7 RENDER+4.53990000 USDT,Close long,2.9080000,104.7 RENDER,+4.53990000 USDT
2025-03-13 20:57:05,ONDOUSDTPerp,2025-03-13 20:57:05ONDOUSDTPerpOpen long0.8069000258.6 ONDO0.00000000 USDT,Open long,0.8069000,258.6 ONDO,0.00000000 USDT
2025-03-13 20:46:36,ONDOUSDTPerp,2025-03-13 20:46:36ONDOUSDTPerpOpen long0.8120000229.9 ONDO0.00000000 USDT,Open long,0.8120000,229.9 ONDO,0.00000000 USDT
2025-03-13 20:46:22,XRPUSDTPerp,2025-03-13 20:46:22XRPUSDTPerpOpen long2.222361.9 XRP0.00000000 USDT,Open long,2.2223,61.9 XRP,0.00000000 USDT
2025-03-13 20:45:46,SUIUSDTPerp,2025-03-13 20:45:46SUIUSDTPerpOpen long2.13600098.3 SUI0.00000000 USDT,Open long,2.136000,98.3 SUI,0.00000000 USDT
2025-03-13 20:32:21,1000PEPEUSDTPerp,"2025-03-13 20:32:211000PEPEUSDTPerpOpen long0.006563436,444 1000PEPE0.00000000 USDT",Open long,0.0065634,"36,444 1000PEPE",0.00000000 USDT
2025-03-13 20:32:18,RENDERUSDTPerp,2025-03-13 20:32:18RENDERUSDTPerpOpen long2.859000034.6 RENDER0.00000000 USDT,Open long,2.8590000,34.6 RENDER,0.00000000 USDT
2025-03-13 20:32:18,RENDERUSDTPerp,2025-03-13 20:32:18RENDERUSDTPerpOpen long2.859000020.9 RENDER0.00000000 USDT,Open long,2.8590000,20.9 RENDER,0.00000000 USDT
2025-03-13 20:30:26,XLMUSDTPerp,2025-03-13 20:30:26XLMUSDTPerpOpen long0.27147205 XLM0.00000000 USDT,Open long,0.27147,205 XLM,0.00000000 USDT
2025-03-13 20:30:26,XLMUSDTPerp,2025-03-13 20:30:26XLMUSDTPerpOpen long0.27147469 XLM0.00000000 USDT,Open long,0.27147,469 XLM,0.00000000 USDT
2025-03-13 20:19:29,RENDERUSDTPerp,2025-03-13 20:19:29RENDERUSDTPerpOpen long2.87100001.3 RENDER0.00000000 USDT,Open long,2.8710000,1.3 RENDER,0.00000000 USDT
2025-03-13 20:19:29,RENDERUSDTPerp,2025-03-13 20:19:29RENDERUSDTPerpOpen long2.871000013.5 RENDER0.00000000 USDT,Open long,2.8710000,13.5 RENDER,0.00000000 USDT
2025-03-13 20:19:29,RENDERUSDTPerp,2025-03-13 20:19:29RENDERUSDTPerpOpen long2.871000034.4 RENDER0.00000000 USDT,Open long,2.8710000,34.4 RENDER,0.00000000 USDT
2025-03-13 19:45:52,SUIUSDTPerp,2025-03-13 19:45:52SUIUSDTPerpOpen long2.17260086.4 SUI0.00000000 USDT,Open long,2.172600,86.4 SUI,0.00000000 USDT
2025-03-13 19:45:29,XLMUSDTPerp,2025-03-13 19:45:29XLMUSDTPerpOpen long0.27432588 XLM0.00000000 USDT,Open long,0.27432,588 XLM,0.00000000 USDT
2025-03-13 19:29:03,XLMUSDTPerp,2025-03-13 19:29:03XLMUSDTPerpOpen long0.27568520 XLM0.00000000 USDT,Open long,0.27568,520 XLM,0.00000000 USDT
2025-03-13 19:26:48,ONDOUSDTPerp,2025-03-13 19:26:48ONDOUSDTPerpOpen long0.8293000198.6 ONDO0.00000000 USDT,Open long,0.8293000,198.6 ONDO,0.00000000 USDT
2025-03-13 19:19:14,1000PEPEUSDTPerp,"2025-03-13 19:19:141000PEPEUSDTPerpOpen long0.006715531,723 1000PEPE0.00000000 USDT",Open long,0.0067155,"31,723 1000PEPE",0.00000000 USDT
2025-03-13 19:07:06,SUIUSDTPerp,2025-03-13 19:07:06SUIUSDTPerpOpen long2.20470075.2 SUI0.00000000 USDT,Open long,2.204700,75.2 SUI,0.00000000 USDT
2025-03-13 17:01:27,ONDOUSDTPerp,2025-03-13 17:01:27ONDOUSDTPerpOpen long0.8353000175.3 ONDO0.00000000 USDT,Open long,0.8353000,175.3 ONDO,0.00000000 USDT
2025-03-13 16:57:41,SUIUSDTPerp,2025-03-13 16:57:41SUIUSDTPerpOpen long2.21840066.4 SUI0.00000000 USDT,Open long,2.218400,66.4 SUI,0.00000000 USDT
2025-03-13 16:57:36,1000PEPEUSDTPerp,"2025-03-13 16:57:361000PEPEUSDTPerpOpen long0.006874927,725 1000PEPE0.00000000 USDT",Open long,0.0068749,"27,725 1000PEPE",0.00000000 USDT
2025-03-13 15:55:25,1000PEPEUSDTPerp,"2025-03-13 15:55:251000PEPEUSDTPerpOpen long0.006976324,108 1000PEPE0.00000000 USDT",Open long,0.0069763,"24,108 1000PEPE",0.00000000 USDT
2025-03-13 15:31:34,1000PEPEUSDTPerp,"2025-03-13 15:31:341000PEPEUSDTPerpOpen long0.007019821,296 1000PEPE0.00000000 USDT",Open long,0.0070198,"21,296 1000PEPE",0.00000000 USDT
2025-03-12 20:05:58,RENDERUSDTPerp,2025-03-12 20:05:58RENDERUSDTPerpClose long3.0220000171.2 RENDER+15.91589999 USDT,Close long,3.0220000,171.2 RENDER,+15.91589999 USDT
2025-03-12 19:36:14,SUIUSDTPerp,2025-03-12 19:36:14SUIUSDTPerpClose long2.26590061.8 SUI+4.20549215 USDT,Close long,2.265900,61.8 SUI,+4.20549215 USDT
2025-03-12 19:36:14,SUIUSDTPerp,2025-03-12 19:36:14SUIUSDTPerpClose long2.26590051.7 SUI+3.51818680 USDT,Close long,2.265900,51.7 SUI,+3.51818680 USDT
2025-03-12 19:36:14,SUIUSDTPerp,2025-03-12 19:36:14SUIUSDTPerpClose long2.26590030.0 SUI+2.04150104 USDT,Close long,2.265900,30.0 SUI,+2.04150104 USDT
2025-03-12 19:14:40,DOGEUSDTPerp,"2025-03-12 19:14:40DOGEUSDTPerpClose long0.1674801,889 DOGE+9.20310000 USDT",Close long,0.167480,"1,889 DOGE",+9.20310000 USDT
2025-03-12 19:10:55,ONDOUSDTPerp,2025-03-12 19:10:55ONDOUSDTPerpClose long0.8541000375.9 ONDO+9.35052999 USDT,Close long,0.8541000,375.9 ONDO,+9.35052999 USDT
2025-03-12 19:09:05,XLMUSDTPerp,"2025-03-12 19:09:05XLMUSDTPerpClose long0.255341,221 XLM+9.66723000 USDT",Close long,0.25534,"1,221 XLM",+9.66723000 USDT
2025-03-12 19:09:00,1000PEPEUSDTPerp,"2025-03-12 19:09:001000PEPEUSDTPerpClose long0.006521422,580 1000PEPE+4.42650743 USDT",Close long,0.0065214,"22,580 1000PEPE",+4.42650743 USDT
2025-03-12 19:09:00,1000PEPEUSDTPerp,"2025-03-12 19:09:001000PEPEUSDTPerpClose long0.006521425,561 1000PEPE+5.01089267 USDT",Close long,0.0065214,"25,561 1000PEPE",+5.01089267 USDT
2025-03-12 18:57:55,XRPUSDTPerp,2025-03-12 18:57:55XRPUSDTPerpClose long2.201265.7 XRP+4.48074000 USDT,Close long,2.2012,65.7 XRP,+4.48074000 USDT
2025-03-12 18:08:02,1000PEPEUSDTPerp,"2025-03-12 18:08:021000PEPEUSDTPerpOpen long0.006307225,561 1000PEPE0.00000000 USDT",Open long,0.0063072,"25,561 1000PEPE",0.00000000 USDT
2025-03-12 18:08:01,XRPUSDTPerp,2025-03-12 18:08:01XRPUSDTPerpOpen long2.133065.7 XRP0.00000000 USDT,Open long,2.1330,65.7 XRP,0.00000000 USDT
2025-03-12 18:08:00,XLMUSDTPerp,2025-03-12 18:08:00XLMUSDTPerpOpen long0.24685648 XLM0.00000000 USDT,Open long,0.24685,648 XLM,0.00000000 USDT
2025-03-12 18:07:02,RENDERUSDTPerp,2025-03-12 18:07:02RENDERUSDTPerpOpen long2.905000064.7 RENDER0.00000000 USDT,Open long,2.9050000,64.7 RENDER,0.00000000 USDT
2025-03-12 18:06:46,DOGEUSDTPerp,"2025-03-12 18:06:46DOGEUSDTPerpOpen long0.1622001,003 DOGE0.00000000 USDT",Open long,0.162200,"1,003 DOGE",0.00000000 USDT
2025-03-12 18:06:39,XLMUSDTPerp,2025-03-12 18:06:39XLMUSDTPerpOpen long0.24807573 XLM0.00000000 USDT,Open long,0.24807,573 XLM,0.00000000 USDT
2025-03-12 18:05:38,1000PEPEUSDTPerp,"2025-03-12 18:05:381000PEPEUSDTPerpOpen long0.00634626,402 1000PEPE0.00000000 USDT",Open long,0.0063462,"6,402 1000PEPE",0.00000000 USDT
2025-03-12 18:05:38,1000PEPEUSDTPerp,2025-03-12 18:05:381000PEPEUSDTPerpOpen long0.0063460796 1000PEPE0.00000000 USDT,Open long,0.0063460,796 1000PEPE,0.00000000 USDT
2025-03-12 18:05:38,1000PEPEUSDTPerp,2025-03-12 18:05:381000PEPEUSDTPerpOpen long0.0063459796 1000PEPE0.00000000 USDT,Open long,0.0063459,796 1000PEPE,0.00000000 USDT
2025-03-12 18:05:38,1000PEPEUSDTPerp,"2025-03-12 18:05:381000PEPEUSDTPerpOpen long0.00634591,963 1000PEPE0.00000000 USDT",Open long,0.0063459,"1,963 1000PEPE",0.00000000 USDT
2025-03-12 18:05:38,1000PEPEUSDTPerp,"2025-03-12 18:05:381000PEPEUSDTPerpOpen long0.006345810,805 1000PEPE0.00000000 USDT",Open long,0.0063458,"10,805 1000PEPE",0.00000000 USDT
2025-03-12 18:05:38,1000PEPEUSDTPerp,"2025-03-12 18:05:381000PEPEUSDTPerpOpen long0.00634571,818 1000PEPE0.00000000 USDT",Open long,0.0063457,"1,818 1000PEPE",0.00000000 USDT
2025-03-12 18:05:36,ONDOUSDTPerp,2025-03-12 18:05:36ONDOUSDTPerpOpen long0.8266000199.7 ONDO0.00000000 USDT,Open long,0.8266000,199.7 ONDO,0.00000000 USDT
2025-03-12 18:05:09,DOGEUSDTPerp,2025-03-12 18:05:09DOGEUSDTPerpOpen long0.163070886 DOGE0.00000000 USDT,Open long,0.163070,886 DOGE,0.00000000 USDT
2025-03-12 18:02:45,SUIUSDTPerp,2025-03-12 18:02:45SUIUSDTPerpOpen long2.19180076.2 SUI0.00000000 USDT,Open long,2.191800,76.2 SUI,0.00000000 USDT
2025-03-12 18:02:17,RENDERUSDTPerp,2025-03-12 18:02:17RENDERUSDTPerpOpen long2.938000056.5 RENDER0.00000000 USDT,Open long,2.9380000,56.5 RENDER,0.00000000 USDT
2025-03-12 18:01:30,ONDOUSDTPerp,2025-03-12 18:01:30ONDOUSDTPerpOpen long0.8322000176.2 ONDO0.00000000 USDT,Open long,0.8322000,176.2 ONDO,0.00000000 USDT
2025-03-12 18:01:24,RENDERUSDTPerp,2025-03-12 18:01:24RENDERUSDTPerpOpen long2.950000050.0 RENDER0.00000000 USDT,Open long,2.9500000,50.0 RENDER,0.00000000 USDT
2025-03-12 17:49:29,SUIUSDTPerp,2025-03-12 17:49:29SUIUSDTPerpOpen long2.20470067.3 SUI0.00000000 USDT,Open long,2.204700,67.3 SUI,0.00000000 USDT
2025-03-12 10:03:34,RENDERUSDTPerp,2025-03-12 10:03:34RENDERUSDTPerpClose long2.9160000110.1 RENDER+6.14739999 USDT,Close long,2.9160000,110.1 RENDER,+6.14739999 USDT
2025-03-12 08:19:25,1000PEPEUSDTPerp,"2025-03-12 08:19:251000PEPEUSDTPerpClose long0.006347423,954 1000PEPE+4.57042320 USDT",Close long,0.0063474,"23,954 1000PEPE",+4.57042320 USDT
2025-03-12 07:37:30,RENDERUSDTPerp,2025-03-12 07:37:30RENDERUSDTPerpOpen long2.855000058.4 RENDER0.00000000 USDT,Open long,2.8550000,58.4 RENDER,0.00000000 USDT
2025-03-12 07:25:28,1000PEPEUSDTPerp,"2025-03-12 07:25:281000PEPEUSDTPerpOpen long0.006156623,954 1000PEPE0.00000000 USDT",Open long,0.0061566,"23,954 1000PEPE",0.00000000 USDT
2025-03-12 07:05:08,RENDERUSDTPerp,2025-03-12 07:05:08RENDERUSDTPerpOpen long2.866000051.7 RENDER0.00000000 USDT,Open long,2.8660000,51.7 RENDER,0.00000000 USDT
2025-03-11 18:48:36,XLMUSDTPerp,"2025-03-11 18:48:36XLMUSDTPerpClose long0.251681,233 XLM+9.61533000 USDT",Close long,0.25168,"1,233 XLM",+9.61533000 USDT
2025-03-11 18:48:31,RENDERUSDTPerp,2025-03-11 18:48:31RENDERUSDTPerpClose long2.8520000179.8 RENDER+14.90369999 USDT,Close long,2.8520000,179.8 RENDER,+14.90369999 USDT
2025-03-11 18:43:35,ONDOUSDTPerp,2025-03-11 18:43:35ONDOUSDTPerpClose long0.8099000398.1 ONDO+9.24468000 USDT,Close long,0.8099000,398.1 ONDO,+9.24468000 USDT
2025-03-11 18:40:12,XRPUSDTPerp,2025-03-11 18:40:12XRPUSDTPerpClose long2.127367.0 XRP+4.41530000 USDT,Close long,2.1273,67.0 XRP,+4.41530000 USDT
2025-03-11 18:33:21,SUIUSDTPerp,2025-03-11 18:33:21SUIUSDTPerpClose long2.169400145.4 SUI+9.47914000 USDT,Close long,2.169400,145.4 SUI,+9.47914000 USDT
2025-03-11 18:15:07,DOGEUSDTPerp,"2025-03-11 18:15:07DOGEUSDTPerpClose long0.1594501,989 DOGE+9.02082000 USDT",Close long,0.159450,"1,989 DOGE",+9.02082000 USDT
2025-03-11 18:15:03,1000PEPEUSDTPerp,"2025-03-11 18:15:031000PEPEUSDTPerpClose long0.005887352,166 1000PEPE+9.23335619 USDT",Close long,0.0058873,"52,166 1000PEPE",+9.23335619 USDT
2025-03-11 17:39:55,XRPUSDTPerp,2025-03-11 17:39:55XRPUSDTPerpOpen long2.061467.0 XRP0.00000000 USDT,Open long,2.0614,67.0 XRP,0.00000000 USDT
2025-03-11 17:39:36,1000PEPEUSDTPerp,"2025-03-11 17:39:361000PEPEUSDTPerpOpen long0.005694427,698 1000PEPE0.00000000 USDT",Open long,0.0056944,"27,698 1000PEPE",0.00000000 USDT
2025-03-11 17:38:38,XLMUSDTPerp,2025-03-11 17:38:38XLMUSDTPerpOpen long0.24329654 XLM0.00000000 USDT,Open long,0.24329,654 XLM,0.00000000 USDT
2025-03-11 17:37:52,1000PEPEUSDTPerp,"2025-03-11 17:37:521000PEPEUSDTPerpOpen long0.005728324,468 1000PEPE0.00000000 USDT",Open long,0.0057283,"24,468 1000PEPE",0.00000000 USDT
2025-03-11 17:37:49,SUIUSDTPerp,2025-03-11 17:37:49SUIUSDTPerpOpen long2.09900077.2 SUI0.00000000 USDT,Open long,2.099000,77.2 SUI,0.00000000 USDT
