Column1,Column2,Column3,Column4,Column5,Column6,Column7
2025-03-04 04:40:29,XLMUSDTPerp,"2025-03-04 04:40:29XLMUSDTPerpOpen long0.283081,111 XLM0.00000000 USDT",Open long,0.28308,"1,111 XLM",0.00000000 USDT
2025-03-04 04:39:35,ONDOUSDTPerp,2025-03-04 04:39:35ONDOUSDTPerpOpen long0.941000016.6 ONDO0.00000000 USDT,Open long,0.9410000,16.6 ONDO,0.00000000 USDT
2025-03-04 00:54:01,XRPUSDTPerp,2025-03-04 00:54:01XRPUSDTPerpOpen long2.3359104.6 XRP0.00000000 USDT,Open long,2.3359,104.6 XRP,0.00000000 USDT
2025-03-03 23:41:50,RENDERUSDTPerp,2025-03-03 23:41:50RENDERUSDTPerpOpen long3.748000062.5 RENDER0.00000000 USDT,Open long,3.7480000,62.5 RENDER,0.00000000 USDT
2025-03-03 23:39:59,ONDOUSDTPerp,2025-03-03 23:39:59ONDOUSDTPerpOpen long0.9820000356.3 ONDO0.00000000 USDT,Open long,0.9820000,356.3 ONDO,0.00000000 USDT
2025-03-03 22:55:39,SUIUSDTPerp,2025-03-03 22:55:39SUIUSDTPerpOpen long2.638100140.9 SUI0.00000000 USDT,Open long,2.638100,140.9 SUI,0.00000000 USDT
2025-03-03 22:55:24,RENDERUSDTPerp,2025-03-03 22:55:24RENDERUSDTPerpOpen long3.773000055.1 RENDER0.00000000 USDT,Open long,3.7730000,55.1 RENDER,0.00000000 USDT
2025-03-03 22:55:23,1000PEPEUSDTPerp,"2025-03-03 22:55:231000PEPEUSDTPerpOpen long0.007306639,017 1000PEPE0.00000000 USDT",Open long,0.0073066,"39,017 1000PEPE",0.00000000 USDT
2025-03-03 22:55:13,DOGEUSDTPerp,"2025-03-03 22:55:13DOGEUSDTPerpOpen long0.1990401,838 DOGE0.00000000 USDT",Open long,0.199040,"1,838 DOGE",0.00000000 USDT
2025-03-03 22:55:08,XLMUSDTPerp,2025-03-03 22:55:08XLMUSDTPerpOpen long0.29523833 XLM0.00000000 USDT,Open long,0.29523,833 XLM,0.00000000 USDT
2025-03-03 22:55:07,ONDOUSDTPerp,2025-03-03 22:55:07ONDOUSDTPerpOpen long0.9956000313.9 ONDO0.00000000 USDT,Open long,0.9956000,313.9 ONDO,0.00000000 USDT
2025-03-03 22:54:14,XRPUSDTPerp,2025-03-03 22:54:14XRPUSDTPerpOpen long2.3810104.6 XRP0.00000000 USDT,Open long,2.3810,104.6 XRP,0.00000000 USDT
2025-03-03 22:52:42,XRPUSDTPerp,2025-03-03 22:52:42XRPUSDTPerpOpen long2.402392.1 XRP0.00000000 USDT,Open long,2.4023,92.1 XRP,0.00000000 USDT
2025-03-03 22:45:42,ONDOUSDTPerp,2025-03-03 22:45:42ONDOUSDTPerpOpen long1.0059000273.5 ONDO0.00000000 USDT,Open long,1.0059000,273.5 ONDO,0.00000000 USDT
2025-03-03 22:15:42,1000PEPEUSDTPerp,"2025-03-03 22:15:421000PEPEUSDTPerpOpen long0.007464333,949 1000PEPE0.00000000 USDT",Open long,0.0074643,"33,949 1000PEPE",0.00000000 USDT
2025-03-03 22:14:24,RENDERUSDTPerp,2025-03-03 22:14:24RENDERUSDTPerpOpen long3.86800000.4 RENDER0.00000000 USDT,Open long,3.8680000,0.4 RENDER,0.00000000 USDT
2025-03-03 22:14:24,RENDERUSDTPerp,2025-03-03 22:14:24RENDERUSDTPerpOpen long3.868000047.5 RENDER0.00000000 USDT,Open long,3.8680000,47.5 RENDER,0.00000000 USDT
2025-03-03 22:13:46,DOGEUSDTPerp,"2025-03-03 22:13:46DOGEUSDTPerpOpen long0.2035101,606 DOGE0.00000000 USDT",Open long,0.203510,"1,606 DOGE",0.00000000 USDT
2025-03-03 22:12:32,ONDOUSDTPerp,2025-03-03 22:12:32ONDOUSDTPerpOpen long1.0218000239.4 ONDO0.00000000 USDT,Open long,1.0218000,239.4 ONDO,0.00000000 USDT
2025-03-03 22:11:22,1000PEPEUSDTPerp,"2025-03-03 22:11:221000PEPEUSDTPerpOpen long0.007522529,943 1000PEPE0.00000000 USDT",Open long,0.0075225,"29,943 1000PEPE",0.00000000 USDT
2025-03-03 22:08:25,XLMUSDTPerp,2025-03-03 22:08:25XLMUSDTPerpOpen long0.30212419 XLM0.00000000 USDT,Open long,0.30212,419 XLM,0.00000000 USDT
2025-03-03 22:08:25,XLMUSDTPerp,2025-03-03 22:08:25XLMUSDTPerpOpen long0.30212305 XLM0.00000000 USDT,Open long,0.30212,305 XLM,0.00000000 USDT
2025-03-03 22:05:58,ONDOUSDTPerp,2025-03-03 22:05:58ONDOUSDTPerpOpen long1.0332000210.4 ONDO0.00000000 USDT,Open long,1.0332000,210.4 ONDO,0.00000000 USDT
2025-03-03 21:39:40,XRPUSDTPerp,2025-03-03 21:39:40XRPUSDTPerpOpen long2.468679.8 XRP0.00000000 USDT,Open long,2.4686,79.8 XRP,0.00000000 USDT
2025-03-03 21:39:37,SUIUSDTPerp,2025-03-03 21:39:37SUIUSDTPerpOpen long2.737300121.3 SUI0.00000000 USDT,Open long,2.737300,121.3 SUI,0.00000000 USDT
2025-03-03 21:38:18,XLMUSDTPerp,2025-03-03 21:38:18XLMUSDTPerpOpen long0.3083687 XLM0.00000000 USDT,Open long,0.30836,87 XLM,0.00000000 USDT
2025-03-03 21:38:18,XLMUSDTPerp,2025-03-03 21:38:18XLMUSDTPerpOpen long0.30836545 XLM0.00000000 USDT,Open long,0.30836,545 XLM,0.00000000 USDT
2025-03-03 21:28:46,RENDERUSDTPerp,2025-03-03 21:28:46RENDERUSDTPerpOpen long3.968000041.8 RENDER0.00000000 USDT,Open long,3.9680000,41.8 RENDER,0.00000000 USDT
2025-03-03 21:28:22,DOGEUSDTPerp,"2025-03-03 21:28:22DOGEUSDTPerpOpen long0.2086901,379 DOGE0.00000000 USDT",Open long,0.208690,"1,379 DOGE",0.00000000 USDT
2025-03-03 21:27:45,1000PEPEUSDTPerp,"2025-03-03 21:27:451000PEPEUSDTPerpOpen long0.007696826,064 1000PEPE0.00000000 USDT",Open long,0.0076968,"26,064 1000PEPE",0.00000000 USDT
2025-03-03 21:27:44,XRPUSDTPerp,2025-03-03 21:27:44XRPUSDTPerpOpen long2.519170.0 XRP0.00000000 USDT,Open long,2.5191,70.0 XRP,0.00000000 USDT
2025-03-03 21:27:17,XLMUSDTPerp,2025-03-03 21:27:17XLMUSDTPerpOpen long0.31296557 XLM0.00000000 USDT,Open long,0.31296,557 XLM,0.00000000 USDT
2025-03-03 21:26:27,RENDERUSDTPerp,2025-03-03 21:26:27RENDERUSDTPerpOpen long4.014000014.5 RENDER0.00000000 USDT,Open long,4.0140000,14.5 RENDER,0.00000000 USDT
2025-03-03 21:26:27,RENDERUSDTPerp,2025-03-03 21:26:27RENDERUSDTPerpOpen long4.014000021.9 RENDER0.00000000 USDT,Open long,4.0140000,21.9 RENDER,0.00000000 USDT
2025-03-03 21:26:10,DOGEUSDTPerp,"2025-03-03 21:26:10DOGEUSDTPerpOpen long0.2105801,214 DOGE0.00000000 USDT",Open long,0.210580,"1,214 DOGE",0.00000000 USDT
2025-03-03 21:25:36,RENDERUSDTPerp,2025-03-03 21:25:36RENDERUSDTPerpOpen long4.030000032.2 RENDER0.00000000 USDT,Open long,4.0300000,32.2 RENDER,0.00000000 USDT
2025-03-03 21:23:17,XRPUSDTPerp,2025-03-03 21:23:17XRPUSDTPerpOpen long2.553660.9 XRP0.00000000 USDT,Open long,2.5536,60.9 XRP,0.00000000 USDT
2025-03-03 21:23:10,ONDOUSDTPerp,2025-03-03 21:23:10ONDOUSDTPerpOpen long1.0662000181.6 ONDO0.00000000 USDT,Open long,1.0662000,181.6 ONDO,0.00000000 USDT
2025-03-03 21:19:22,ONDOUSDTPerp,2025-03-03 21:19:22ONDOUSDTPerpOpen long1.0730000161.4 ONDO0.00000000 USDT,Open long,1.0730000,161.4 ONDO,0.00000000 USDT
2025-03-03 21:18:48,SUIUSDTPerp,2025-03-03 21:18:48SUIUSDTPerpOpen long2.820600103.6 SUI0.00000000 USDT,Open long,2.820600,103.6 SUI,0.00000000 USDT
2025-03-03 21:05:35,XLMUSDTPerp,2025-03-03 21:05:35XLMUSDTPerpOpen long0.31624486 XLM0.00000000 USDT,Open long,0.31624,486 XLM,0.00000000 USDT
2025-03-03 20:50:17,ONDOUSDTPerp,2025-03-03 20:50:17ONDOUSDTPerpOpen long1.0958000139.5 ONDO0.00000000 USDT,Open long,1.0958000,139.5 ONDO,0.00000000 USDT
2025-03-03 20:13:44,1000PEPEUSDTPerp,"2025-03-03 20:13:441000PEPEUSDTPerpOpen long0.007879522,780 1000PEPE0.00000000 USDT",Open long,0.0078795,"22,780 1000PEPE",0.00000000 USDT
2025-03-03 20:13:19,ONDOUSDTPerp,2025-03-03 20:13:19ONDOUSDTPerpOpen long1.103600039.2 ONDO0.00000000 USDT,Open long,1.1036000,39.2 ONDO,0.00000000 USDT
2025-03-03 20:13:19,ONDOUSDTPerp,2025-03-03 20:13:19ONDOUSDTPerpOpen long1.103600083.9 ONDO0.00000000 USDT,Open long,1.1036000,83.9 ONDO,0.00000000 USDT
2025-03-03 19:11:13,XLMUSDTPerp,2025-03-03 19:11:13XLMUSDTPerpOpen long0.31780430 XLM0.00000000 USDT,Open long,0.31780,430 XLM,0.00000000 USDT
2025-03-03 17:59:29,DOGEUSDTPerp,"2025-03-03 17:59:29DOGEUSDTPerpOpen long0.2129301,067 DOGE0.00000000 USDT",Open long,0.212930,"1,067 DOGE",0.00000000 USDT
2025-03-03 17:59:27,XRPUSDTPerp,2025-03-03 17:59:27XRPUSDTPerpOpen long2.569553.8 XRP0.00000000 USDT,Open long,2.5695,53.8 XRP,0.00000000 USDT
2025-03-03 17:57:27,1000PEPEUSDTPerp,"2025-03-03 17:57:271000PEPEUSDTPerpOpen long0.007995711,881 1000PEPE0.00000000 USDT",Open long,0.0079957,"11,881 1000PEPE",0.00000000 USDT
2025-03-03 17:57:27,1000PEPEUSDTPerp,"2025-03-03 17:57:271000PEPEUSDTPerpOpen long0.00799573,074 1000PEPE0.00000000 USDT",Open long,0.0079957,"3,074 1000PEPE",0.00000000 USDT
2025-03-03 17:57:27,1000PEPEUSDTPerp,"2025-03-03 17:57:271000PEPEUSDTPerpOpen long0.00799574,853 1000PEPE0.00000000 USDT",Open long,0.0079957,"4,853 1000PEPE",0.00000000 USDT
2025-03-03 17:57:26,SUIUSDTPerp,2025-03-03 17:57:26SUIUSDTPerpOpen long2.87500090.4 SUI0.00000000 USDT,Open long,2.875000,90.4 SUI,0.00000000 USDT
2025-03-03 17:56:36,1000PEPEUSDTPerp,"2025-03-03 17:56:361000PEPEUSDTPerpOpen long0.00803863,175 1000PEPE0.00000000 USDT",Open long,0.0080386,"3,175 1000PEPE",0.00000000 USDT
2025-03-03 17:56:36,1000PEPEUSDTPerp,"2025-03-03 17:56:361000PEPEUSDTPerpOpen long0.008038614,323 1000PEPE0.00000000 USDT",Open long,0.0080386,"14,323 1000PEPE",0.00000000 USDT
2025-03-03 16:43:34,XRPUSDTPerp,2025-03-03 16:43:34XRPUSDTPerpClose long2.7135559.7 XRP+29.77660000 USDT,Close long,2.7135,559.7 XRP,+29.77660000 USDT
2025-03-03 15:49:18,1000PEPEUSDTPerp,"2025-03-03 15:49:181000PEPEUSDTPerpClose long0.008325735,517 1000PEPE+3.92614139 USDT",Close long,0.0083257,"35,517 1000PEPE",+3.92614139 USDT
2025-03-03 15:04:15,XLMUSDTPerp,"2025-03-03 15:04:15XLMUSDTPerpClose long0.332232,038 XLM+6.68845000 USDT",Close long,0.33223,"2,038 XLM",+6.68845000 USDT
2025-03-03 15:00:06,RENDERUSDTPerp,2025-03-03 15:00:06RENDERUSDTPerpClose long4.1510000111.4 RENDER+1.57009999 USDT,Close long,4.1510000,111.4 RENDER,+1.57009999 USDT
2025-03-03 14:30:11,ONDOUSDTPerp,2025-03-03 14:30:11ONDOUSDTPerpClose long1.1264000262.6 ONDO+2.15244999 USDT,Close long,1.1264000,262.6 ONDO,+2.15244999 USDT
2025-03-03 12:20:25,XRPUSDTPerp,2025-03-03 12:20:25XRPUSDTPerpOpen long2.5476115.5 XRP0.00000000 USDT,Open long,2.5476,115.5 XRP,0.00000000 USDT
2025-03-03 12:01:11,XLMUSDTPerp,2025-03-03 12:01:11XLMUSDTPerpOpen long0.32372612 XLM0.00000000 USDT,Open long,0.32372,612 XLM,0.00000000 USDT
2025-03-03 11:52:36,1000PEPEUSDTPerp,"2025-03-03 11:52:361000PEPEUSDTPerpOpen long0.008193318,858 1000PEPE0.00000000 USDT",Open long,0.0081933,"18,858 1000PEPE",0.00000000 USDT
2025-03-03 17:56:36,1000PEPEUSDTPerp,"2025-03-03 17:56:361000PEPEUSDTPerpOpen long0.00803863,175 1000PEPE0.00000000 USDT",Open long,0.0080386,"3,175 1000PEPE",0.00000000 USDT
2025-03-03 17:56:36,1000PEPEUSDTPerp,"2025-03-03 17:56:361000PEPEUSDTPerpOpen long0.008038614,323 1000PEPE0.00000000 USDT",Open long,0.0080386,"14,323 1000PEPE",0.00000000 USDT
2025-03-03 16:43:34,XRPUSDTPerp,2025-03-03 16:43:34XRPUSDTPerpClose long2.7135559.7 XRP+29.77660000 USDT,Close long,2.7135,559.7 XRP,+29.77660000 USDT
2025-03-03 15:49:18,1000PEPEUSDTPerp,"2025-03-03 15:49:181000PEPEUSDTPerpClose long0.008325735,517 1000PEPE+3.92614139 USDT",Close long,0.0083257,"35,517 1000PEPE",+3.92614139 USDT
2025-03-03 15:04:15,XLMUSDTPerp,"2025-03-03 15:04:15XLMUSDTPerpClose long0.332232,038 XLM+6.68845000 USDT",Close long,0.33223,"2,038 XLM",+6.68845000 USDT
2025-03-03 15:00:06,RENDERUSDTPerp,2025-03-03 15:00:06RENDERUSDTPerpClose long4.1510000111.4 RENDER+1.57009999 USDT,Close long,4.1510000,111.4 RENDER,+1.57009999 USDT
2025-03-03 14:30:11,ONDOUSDTPerp,2025-03-03 14:30:11ONDOUSDTPerpClose long1.1264000262.6 ONDO+2.15244999 USDT,Close long,1.1264000,262.6 ONDO,+2.15244999 USDT
2025-03-03 12:20:25,XRPUSDTPerp,2025-03-03 12:20:25XRPUSDTPerpOpen long2.5476115.5 XRP0.00000000 USDT,Open long,2.5476,115.5 XRP,0.00000000 USDT
2025-03-03 12:01:11,XLMUSDTPerp,2025-03-03 12:01:11XLMUSDTPerpOpen long0.32372612 XLM0.00000000 USDT,Open long,0.32372,612 XLM,0.00000000 USDT
2025-03-03 11:52:36,1000PEPEUSDTPerp,"2025-03-03 11:52:361000PEPEUSDTPerpOpen long0.008193318,858 1000PEPE0.00000000 USDT",Open long,0.0081933,"18,858 1000PEPE",0.00000000 USDT
2025-03-03 17:56:36,1000PEPEUSDTPerp,"2025-03-03 17:56:361000PEPEUSDTPerpOpen long0.00803863,175 1000PEPE0.00000000 USDT",Open long,0.0080386,"3,175 1000PEPE",0.00000000 USDT
2025-03-03 17:56:36,1000PEPEUSDTPerp,"2025-03-03 17:56:361000PEPEUSDTPerpOpen long0.008038614,323 1000PEPE0.00000000 USDT",Open long,0.0080386,"14,323 1000PEPE",0.00000000 USDT
2025-03-03 16:43:34,XRPUSDTPerp,2025-03-03 16:43:34XRPUSDTPerpClose long2.7135559.7 XRP+29.77660000 USDT,Close long,2.7135,559.7 XRP,+29.77660000 USDT
2025-03-03 15:49:18,1000PEPEUSDTPerp,"2025-03-03 15:49:181000PEPEUSDTPerpClose long0.008325735,517 1000PEPE+3.92614139 USDT",Close long,0.0083257,"35,517 1000PEPE",+3.92614139 USDT
2025-03-03 15:04:15,XLMUSDTPerp,"2025-03-03 15:04:15XLMUSDTPerpClose long0.332232,038 XLM+6.68845000 USDT",Close long,0.33223,"2,038 XLM",+6.68845000 USDT
2025-03-03 15:00:06,RENDERUSDTPerp,2025-03-03 15:00:06RENDERUSDTPerpClose long4.1510000111.4 RENDER+1.57009999 USDT,Close long,4.1510000,111.4 RENDER,+1.57009999 USDT
2025-03-03 14:30:11,ONDOUSDTPerp,2025-03-03 14:30:11ONDOUSDTPerpClose long1.1264000262.6 ONDO+2.15244999 USDT,Close long,1.1264000,262.6 ONDO,+2.15244999 USDT
2025-03-03 12:20:25,XRPUSDTPerp,2025-03-03 12:20:25XRPUSDTPerpOpen long2.5476115.5 XRP0.00000000 USDT,Open long,2.5476,115.5 XRP,0.00000000 USDT
2025-03-03 12:01:11,XLMUSDTPerp,2025-03-03 12:01:11XLMUSDTPerpOpen long0.32372612 XLM0.00000000 USDT,Open long,0.32372,612 XLM,0.00000000 USDT
2025-03-03 11:52:36,1000PEPEUSDTPerp,"2025-03-03 11:52:361000PEPEUSDTPerpOpen long0.008193318,858 1000PEPE0.00000000 USDT",Open long,0.0081933,"18,858 1000PEPE",0.00000000 USDT
2025-03-03 07:45:40,ONDOUSDTPerp,2025-03-03 07:45:40ONDOUSDTPerpClose long1.1655000432.6 ONDO+5.16374999 USDT,Close long,1.1655000,432.6 ONDO,+5.16374999 USDT
2025-03-03 06:43:25,RENDERUSDTPerp,2025-03-03 06:43:25RENDERUSDTPerpOpen long4.252000036.9 RENDER0.00000000 USDT,Open long,4.2520000,36.9 RENDER,0.00000000 USDT
2025-03-03 05:27:59,DOGEUSDTPerp,2025-03-03 05:27:59DOGEUSDTPerpOpen long0.227070704 DOGE0.00000000 USDT,Open long,0.227070,704 DOGE,0.00000000 USDT
2025-03-03 05:27:44,RENDERUSDTPerp,2025-03-03 05:27:44RENDERUSDTPerpOpen long4.269000032.6 RENDER0.00000000 USDT,Open long,4.2690000,32.6 RENDER,0.00000000 USDT
2025-03-03 05:23:14,1000PEPEUSDTPerp,"2025-03-03 05:23:141000PEPEUSDTPerpOpen long0.008421219,179 1000PEPE0.00000000 USDT",Open long,0.0084212,"19,179 1000PEPE",0.00000000 USDT
2025-03-03 05:23:14,ONDOUSDTPerp,2025-03-03 05:23:14ONDOUSDTPerpOpen long1.1362000164.7 ONDO0.00000000 USDT,Open long,1.1362000,164.7 ONDO,0.00000000 USDT
2025-03-03 05:17:13,SUIUSDTPerp,2025-03-03 05:17:13SUIUSDTPerpOpen long3.08310052.7 SUI0.00000000 USDT,Open long,3.083100,52.7 SUI,0.00000000 USDT
2025-03-03 05:16:53,DOGEUSDTPerp,2025-03-03 05:16:53DOGEUSDTPerpOpen long0.228480622 DOGE0.00000000 USDT,Open long,0.228480,622 DOGE,0.00000000 USDT
2025-03-03 05:16:40,XRPUSDTPerp,2025-03-03 05:16:40XRPUSDTPerpOpen long2.784958.7 XRP0.00000000 USDT,Open long,2.7849,58.7 XRP,0.00000000 USDT
2025-03-03 05:12:43,1000PEPEUSDTPerp,"2025-03-03 05:12:431000PEPEUSDTPerpOpen long0.008470716,942 1000PEPE0.00000000 USDT",Open long,0.0084707,"16,942 1000PEPE",0.00000000 USDT
2025-03-03 05:06:32,SUIUSDTPerp,2025-03-03 05:06:32SUIUSDTPerpOpen long3.10160046.5 SUI0.00000000 USDT,Open long,3.101600,46.5 SUI,0.00000000 USDT
2025-03-03 04:35:39,XRPUSDTPerp,2025-03-03 04:35:39XRPUSDTPerpOpen long2.802351.8 XRP0.00000000 USDT,Open long,2.8023,51.8 XRP,0.00000000 USDT
2025-03-03 04:17:23,ONDOUSDTPerp,2025-03-03 04:17:23ONDOUSDTPerpOpen long1.1603000142.3 ONDO0.00000000 USDT,Open long,1.1603000,142.3 ONDO,0.00000000 USDT
2025-03-03 03:59:35,ONDOUSDTPerp,2025-03-03 03:59:35ONDOUSDTPerpOpen long1.1687000125.6 ONDO0.00000000 USDT,Open long,1.1687000,125.6 ONDO,0.00000000 USDT
2025-03-01 19:15:43,1000PEPEUSDTPerp,"2025-03-01 19:15:431000PEPEUSDTPerpClose long0.007507665,601 1000PEPE+0.96456520 USDT",Close long,0.0075076,"65,601 1000PEPE",+0.96456520 USDT
2025-03-01 17:57:34,HBARUSDTPerp,"2025-03-01 17:57:34HBARUSDTPerpClose long0.232671,346 HBAR+9.41137999 USDT",Close long,0.23267,"1,346 HBAR",+9.41137999 USDT
2025-03-01 16:49:26,HBARUSDTPerp,2025-03-01 16:49:26HBARUSDTPerpOpen long0.22526714 HBAR0.00000000 USDT,Open long,0.22526,714 HBAR,0.00000000 USDT
2025-03-01 16:43:11,1000PEPEUSDTPerp,"2025-03-01 16:43:111000PEPEUSDTPerpOpen long0.007412624,871 1000PEPE0.00000000 USDT",Open long,0.0074126,"24,871 1000PEPE",0.00000000 USDT
2025-03-01 16:43:04,HBARUSDTPerp,2025-03-01 16:43:04HBARUSDTPerpOpen long0.22615632 HBAR0.00000000 USDT,Open long,0.22615,632 HBAR,0.00000000 USDT
2025-03-01 14:10:41,1000PEPEUSDTPerp,"2025-03-01 14:10:411000PEPEUSDTPerpOpen long0.007521921,626 1000PEPE0.00000000 USDT",Open long,0.0075219,"21,626 1000PEPE",0.00000000 USDT
2025-03-01 14:05:04,1000PEPEUSDTPerp,"2025-03-01 14:05:041000PEPEUSDTPerpOpen long0.00756465,721 1000PEPE0.00000000 USDT",Open long,0.0075646,"5,721 1000PEPE",0.00000000 USDT
2025-03-01 14:05:04,1000PEPEUSDTPerp,"2025-03-01 14:05:041000PEPEUSDTPerpOpen long0.007564613,383 1000PEPE0.00000000 USDT",Open long,0.0075646,"13,383 1000PEPE",0.00000000 USDT
2025-02-28 17:00:52,1000PEPEUSDTPerp,"2025-02-28 17:00:521000PEPEUSDTPerpClose long0.0077330162,649 1000PEPE+18.57796608 USDT",Close long,0.0077330,"162,649 1000PEPE",+18.57796608 USDT
2025-02-28 16:30:22,XLMUSDTPerp,"2025-02-28 16:30:22XLMUSDTPerpClose long0.267864,582 XLM+24.04006000 USDT",Close long,0.26786,"4,582 XLM",+24.04006000 USDT
2025-02-28 16:08:48,HBARUSDTPerp,"2025-02-28 16:08:48HBARUSDTPerpClose long0.190594,857 HBAR+18.13167999 USDT",Close long,0.19059,"4,857 HBAR",+18.13167999 USDT
2025-02-28 15:52:20,ALGOUSDTPerp,"2025-02-28 15:52:20ALGOUSDTPerpClose long0.22484,155.1 ALGO+9.10413000 USDT",Close long,0.2248,"4,155.1 ALGO",+9.10413000 USDT
2025-02-28 12:28:07,RENDERUSDTPerp,2025-02-28 12:28:07RENDERUSDTPerpClose long3.5590000200.8 RENDER+6.92719999 USDT,Close long,3.5590000,200.8 RENDER,+6.92719999 USDT
2025-02-28 12:23:43,XRPUSDTPerp,2025-02-28 12:23:43XRPUSDTPerpClose long2.0305607.0 XRP+1.56113000 USDT,Close long,2.0305,607.0 XRP,+1.56113000 USDT
2025-02-28 11:32:06,ONDOUSDTPerp,2025-02-28 11:32:06ONDOUSDTPerpClose long0.9031000785.1 ONDO-11.31431999 USDT,Close long,0.9031000,785.1 ONDO,-11.31431999 USDT
2025-02-28 11:23:15,XRPUSDTPerp,2025-02-28 11:23:15XRPUSDTPerpOpen long1.9580137.6 XRP0.00000000 USDT,Open long,1.9580,137.6 XRP,0.00000000 USDT
2025-03-01 14:05:04,1000PEPEUSDTPerp,"2025-03-01 14:05:041000PEPEUSDTPerpOpen long0.00756465,721 1000PEPE0.00000000 USDT",Open long,0.0075646,"5,721 1000PEPE",0.00000000 USDT
2025-03-01 14:05:04,1000PEPEUSDTPerp,"2025-03-01 14:05:041000PEPEUSDTPerpOpen long0.007564613,383 1000PEPE0.00000000 USDT",Open long,0.0075646,"13,383 1000PEPE",0.00000000 USDT
2025-02-28 17:00:52,1000PEPEUSDTPerp,"2025-02-28 17:00:521000PEPEUSDTPerpClose long0.0077330162,649 1000PEPE+18.57796608 USDT",Close long,0.0077330,"162,649 1000PEPE",+18.57796608 USDT
2025-02-28 16:30:22,XLMUSDTPerp,"2025-02-28 16:30:22XLMUSDTPerpClose long0.267864,582 XLM+24.04006000 USDT",Close long,0.26786,"4,582 XLM",+24.04006000 USDT
2025-02-28 16:08:48,HBARUSDTPerp,"2025-02-28 16:08:48HBARUSDTPerpClose long0.190594,857 HBAR+18.13167999 USDT",Close long,0.19059,"4,857 HBAR",+18.13167999 USDT
2025-02-28 15:52:20,ALGOUSDTPerp,"2025-02-28 15:52:20ALGOUSDTPerpClose long0.22484,155.1 ALGO+9.10413000 USDT",Close long,0.2248,"4,155.1 ALGO",+9.10413000 USDT
2025-02-28 12:28:07,RENDERUSDTPerp,2025-02-28 12:28:07RENDERUSDTPerpClose long3.5590000200.8 RENDER+6.92719999 USDT,Close long,3.5590000,200.8 RENDER,+6.92719999 USDT
2025-02-28 12:23:43,XRPUSDTPerp,2025-02-28 12:23:43XRPUSDTPerpClose long2.0305607.0 XRP+1.56113000 USDT,Close long,2.0305,607.0 XRP,+1.56113000 USDT
2025-02-28 11:32:06,ONDOUSDTPerp,2025-02-28 11:32:06ONDOUSDTPerpClose long0.9031000785.1 ONDO-11.31431999 USDT,Close long,0.9031000,785.1 ONDO,-11.31431999 USDT
2025-02-28 11:23:15,XRPUSDTPerp,2025-02-28 11:23:15XRPUSDTPerpOpen long1.9580137.6 XRP0.00000000 USDT,Open long,1.9580,137.6 XRP,0.00000000 USDT
2025-02-28 07:02:58,1000PEPEUSDTPerp,"2025-02-28 07:02:581000PEPEUSDTPerpOpen long0.007426432,460 1000PEPE0.00000000 USDT",Open long,0.0074264,"32,460 1000PEPE",0.00000000 USDT
2025-02-28 07:01:33,HBARUSDTPerp,"2025-02-28 07:01:33HBARUSDTPerpOpen long0.186181,081 HBAR0.00000000 USDT",Open long,0.18618,"1,081 HBAR",0.00000000 USDT
2025-02-28 06:53:58,ONDOUSDTPerp,2025-02-28 06:53:58ONDOUSDTPerpOpen long0.9037000235.4 ONDO0.00000000 USDT,Open long,0.9037000,235.4 ONDO,0.00000000 USDT
2025-02-28 06:47:37,HBARUSDTPerp,2025-02-28 06:47:37HBARUSDTPerpOpen long0.18758894 HBAR0.00000000 USDT,Open long,0.18758,894 HBAR,0.00000000 USDT
2025-02-28 06:47:37,HBARUSDTPerp,2025-02-28 06:47:37HBARUSDTPerpOpen long0.1875866 HBAR0.00000000 USDT,Open long,0.18758,66 HBAR,0.00000000 USDT
2025-02-28 05:44:46,XLMUSDTPerp,2025-02-28 05:44:46XLMUSDTPerpOpen long0.26381790 XLM0.00000000 USDT,Open long,0.26381,790 XLM,0.00000000 USDT
2025-02-28 05:44:39,XRPUSDTPerp,2025-02-28 05:44:39XRPUSDTPerpOpen long2.0300105.1 XRP0.00000000 USDT,Open long,2.0300,105.1 XRP,0.00000000 USDT
2025-02-28 05:44:26,ALGOUSDTPerp,2025-02-28 05:44:26ALGOUSDTPerpOpen long0.2220924.1 ALGO0.00000000 USDT,Open long,0.2220,924.1 ALGO,0.00000000 USDT
2025-02-28 05:33:12,ONDOUSDTPerp,2025-02-28 05:33:12ONDOUSDTPerpOpen long0.9095000209.3 ONDO0.00000000 USDT,Open long,0.9095000,209.3 ONDO,0.00000000 USDT
2025-02-28 05:33:10,1000PEPEUSDTPerp,"2025-02-28 05:33:101000PEPEUSDTPerpOpen long0.007598628,254 1000PEPE0.00000000 USDT",Open long,0.0075986,"28,254 1000PEPE",0.00000000 USDT
2025-02-28 05:31:47,XLMUSDTPerp,2025-02-28 05:31:47XLMUSDTPerpOpen long0.26774584 XLM0.00000000 USDT,Open long,0.26774,584 XLM,0.00000000 USDT
2025-02-28 05:31:46,XLMUSDTPerp,2025-02-28 05:31:46XLMUSDTPerpOpen long0.26774113 XLM0.00000000 USDT,Open long,0.26774,113 XLM,0.00000000 USDT
2025-02-28 05:00:33,RENDERUSDTPerp,2025-02-28 05:00:33RENDERUSDTPerpOpen long3.531000053.0 RENDER0.00000000 USDT,Open long,3.5310000,53.0 RENDER,0.00000000 USDT
